Category	Sub Category	Text	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
Knowledge	Education and Training	Knowledge of principles and methods for curriculum and training design, teaching and instruction for individuals and groups, and the measurement of training effects.	methods, 0.76	learning, 0.75	training, 0.74	teaching, 0.73	development, 0.73	education, 0.73	skills, 0.72	research, 0.72	practices, 0.71	strategies, 0.7	management, 0.69	learn, 0.69	approach, 0.68	strategy, 0.68	resources, 0.68	business, 0.68	based, 0.68	techniques, 0.68	leadership, 0.68	course, 0.67	principles, 0.67	process, 0.67	tools, 0.67	experience, 0.67	assessment, 0.67	practice, 0.67	science, 0.67	information, 0.66	students, 0.66	technology, 0.66
Knowledge	Philosophy and Theology	Knowledge of different philosophical systems and religions. This includes their basic principles, values, ethics, ways of thinking, customs, practices, and their impact on human culture.	based, 0.74	different, 0.73	values, 0.73	education, 0.72	learning, 0.71	culture, 0.71	principles, 0.7	learn, 0.7	experience, 0.7	approach, 0.69	business, 0.69	people, 0.69	common, 0.68	understanding, 0.68	understand, 0.68	example, 0.68	practices, 0.67	important, 0.67	policy, 0.67	value, 0.67	technology, 0.67	interesting, 0.67	political, 0.67	science, 0.67	course, 0.67	society, 0.66	development, 0.66	leadership, 0.66	religious, 0.66	human, 0.66
Knowledge	Communications and Media	Knowledge of media production, communication, and dissemination techniques and methods. This includes alternative ways to inform and entertain via written, oral, and visual media.	information, 0.76	methods, 0.72	marketing, 0.71	research, 0.71	business, 0.7	based, 0.7	learn, 0.69	strategy, 0.69	content, 0.69	learning, 0.69	useful, 0.69	strategies, 0.68	education, 0.68	management, 0.68	experience, 0.68	communication, 0.68	techniques, 0.68	technology, 0.67	article, 0.67	process, 0.67	provide, 0.67	approach, 0.67	media, 0.67	social, 0.67	skills, 0.67	product, 0.66	development, 0.66	interesting, 0.66	effective, 0.66	tools, 0.65
Knowledge	Mechanical	Knowledge of machines and tools, including their designs, uses, repair, and maintenance.	tools, 0.76	company, 0.72	technology, 0.71	equipment, 0.71	product, 0.7	works, 0.7	services, 0.7	products, 0.7	provide, 0.69	offers, 0.69	features, 0.68	systems, 0.68	including, 0.68	software, 0.68	service, 0.68	design, 0.67	repair, 0.67	information, 0.67	guide, 0.66	companies, 0.65	business, 0.65	designed, 0.65	process, 0.65	based, 0.65	useful, 0.65	methods, 0.65	quality, 0.65	offer, 0.65	working, 0.64	solutions, 0.64
Knowledge	Chemistry	Knowledge of the chemical composition, structure, and properties of substances and of the chemical processes and transformations that they undergo. This includes uses of chemicals and their interactions, danger signs, production techniques, and disposal methods.	methods, 0.7	structure, 0.7	materials, 0.69	chemical, 0.67	processes, 0.66	information, 0.66	techniques, 0.66	process, 0.66	systems, 0.65	products, 0.63	product, 0.63	weapons, 0.63	chemicals, 0.63	effects, 0.63	resources, 0.62	technology, 0.62	development, 0.61	solutions, 0.61	research, 0.61	based, 0.61	strategies, 0.61	including, 0.61	production, 0.61	brain, 0.61	functions, 0.6	services, 0.6	provide, 0.6	causes, 0.6	changes, 0.6	effective, 0.6
Knowledge	Physics	Knowledge and prediction of physical principles, laws, their interrelationships, and applications to understanding fluid, material, and atmospheric dynamics, and mechanical, electrical, atomic and sub- atomic structures and processes.	systems, 0.72	technology, 0.68	materials, 0.67	information, 0.67	process, 0.67	engineering, 0.67	structure, 0.66	physical, 0.66	based, 0.65	research, 0.65	science, 0.64	understanding, 0.64	methods, 0.64	development, 0.63	learning, 0.63	analysis, 0.63	processes, 0.63	advanced, 0.62	electrical, 0.62	experience, 0.62	principles, 0.62	scientific, 0.61	resources, 0.61	technical, 0.61	common, 0.61	approach, 0.6	complex, 0.6	human, 0.6	strategy, 0.6	mechanics, 0.6
Knowledge	Computers and Electronics	Knowledge of circuit boards, processors, chips, electronic equipment, and computer hardware and software, including applications and programming.	software, 0.75	systems, 0.74	technology, 0.74	equipment, 0.71	company, 0.7	product, 0.7	development, 0.69	applications, 0.69	hardware, 0.69	tools, 0.69	information, 0.68	services, 0.67	programming, 0.67	business, 0.66	based, 0.66	device, 0.66	electronic, 0.66	management, 0.66	devices, 0.66	companies, 0.66	products, 0.65	computers, 0.65	production, 0.65	skills, 0.65	features, 0.65	mobile, 0.65	including, 0.64	research, 0.64	design, 0.64	application, 0.64
Knowledge	Personnel and Human Resources	Knowledge of principles and procedures for personnel recruitment, selection, training, compensation and benefits, labor relations and negotiation, and personnel information systems.	services, 0.77	information, 0.75	management, 0.74	development, 0.73	systems, 0.72	strategy, 0.7	resources, 0.7	policy, 0.69	business, 0.69	financial, 0.69	personnel, 0.69	education, 0.69	process, 0.68	solutions, 0.68	service, 0.68	benefits, 0.68	practices, 0.68	strategies, 0.68	health, 0.67	research, 0.67	operations, 0.67	communications, 0.67	company, 0.67	methods, 0.66	organization, 0.66	resource, 0.66	employment, 0.66	specialist, 0.66	finance, 0.65	provide, 0.65
Knowledge	Production and Processing	Knowledge of raw materials, production processes, quality control, costs, and other techniques for maximizing the effective manufacture and distribution of goods.	materials, 0.74	production, 0.74	product, 0.72	quality, 0.72	methods, 0.71	process, 0.7	techniques, 0.7	strategies, 0.69	value, 0.69	products, 0.68	effective, 0.68	strategy, 0.68	information, 0.68	provide, 0.68	company, 0.67	companies, 0.67	industry, 0.67	development, 0.67	resources, 0.66	services, 0.66	based, 0.66	advertising, 0.66	improve, 0.66	business, 0.65	technology, 0.65	distribution, 0.65	systems, 0.65	equipment, 0.65	costs, 0.65	management, 0.65
Knowledge	Therapy and Counseling	Knowledge of principles, methods, and procedures for diagnosis, treatment, and rehabilitation of physical and mental dysfunctions, and for career counseling and guidance.	methods, 0.71	physical, 0.7	treatment, 0.7	research, 0.69	health, 0.69	education, 0.67	process, 0.67	assessment, 0.66	guidance, 0.66	medical, 0.66	therapy, 0.66	clinical, 0.65	approach, 0.65	development, 0.65	understanding, 0.65	evaluation, 0.65	diagnosis, 0.65	information, 0.65	patients, 0.64	practices, 0.64	strategies, 0.64	experience, 0.64	guidelines, 0.64	programs, 0.63	management, 0.62	provide, 0.62	learning, 0.62	procedures, 0.62	principles, 0.62	critical, 0.62
Knowledge	Food Production	Knowledge of techniques and equipment for planting, growing, and harvesting food products (both plant and animal) for consumption, including storage/handling techniques.	products, 0.74	product, 0.7	equipment, 0.69	company, 0.68	information, 0.66	materials, 0.66	tools, 0.66	industry, 0.66	including, 0.66	process, 0.66	plant, 0.66	technology, 0.65	companies, 0.65	techniques, 0.65	business, 0.65	methods, 0.65	instead, 0.64	production, 0.64	building, 0.64	resources, 0.64	benefits, 0.64	health, 0.64	stuff, 0.64	provide, 0.64	making, 0.63	research, 0.63	based, 0.63	growing, 0.63	strategies, 0.63	value, 0.63
Knowledge	Medicine and Dentistry	Knowledge of the information and techniques needed to diagnose and treat human injuries, diseases, and deformities. This includes symptoms, treatment alternatives, drug properties and interactions, and preventive health-care measures.	health, 0.75	treatment, 0.73	information, 0.71	patients, 0.7	disease, 0.69	benefits, 0.68	provide, 0.68	including, 0.68	research, 0.67	common, 0.66	diseases, 0.65	effects, 0.65	related, 0.65	methods, 0.65	children, 0.65	prevent, 0.65	based, 0.65	causes, 0.65	experience, 0.64	services, 0.64	helps, 0.64	benefit, 0.64	treatments, 0.64	guidelines, 0.64	improve, 0.64	human, 0.64	products, 0.64	needed, 0.64	people, 0.64	medical, 0.64
Knowledge	Design	Knowledge of design techniques, tools, and principles involved in production of precision technical plans, blueprints, drawings, and models.	tools, 0.74	development, 0.74	based, 0.72	design, 0.72	technology, 0.71	skills, 0.71	techniques, 0.71	business, 0.7	product, 0.69	company, 0.69	production, 0.69	methods, 0.68	resources, 0.68	strategy, 0.68	strategies, 0.68	management, 0.67	services, 0.67	research, 0.67	systems, 0.67	materials, 0.67	process, 0.66	features, 0.66	works, 0.66	learning, 0.66	solutions, 0.66	projects, 0.66	information, 0.66	creating, 0.66	engineering, 0.65	products, 0.65
Knowledge	Foreign Language	Knowledge of the structure and content of a foreign (non-English) language including the meaning and spelling of words, rules of composition and grammar, and pronunciation.	language, 0.84	words, 0.78	english, 0.78	understand, 0.74	meaning, 0.73	correct, 0.72	learn, 0.72	speaking, 0.7	different, 0.7	example, 0.7	grammar, 0.7	course, 0.69	common, 0.69	speak, 0.69	means, 0.68	based, 0.68	learning, 0.68	instead, 0.68	subject, 0.67	people, 0.67	writing, 0.67	wrong, 0.67	reference, 0.67	history, 0.67	write, 0.67	terms, 0.67	think, 0.67	actually, 0.67	important, 0.66	spelling, 0.66
Knowledge	Telecommunications	Knowledge of transmission, broadcasting, switching, control, and operation of telecommunications systems.	systems, 0.77	technology, 0.72	management, 0.68	network, 0.67	services, 0.67	communications, 0.67	information, 0.67	company, 0.66	control, 0.65	development, 0.65	service, 0.64	process, 0.64	companies, 0.64	security, 0.64	transmission, 0.63	networks, 0.63	equipment, 0.63	operations, 0.63	business, 0.63	industry, 0.62	broadcasting, 0.62	testing, 0.61	energy, 0.61	access, 0.61	solutions, 0.61	strategy, 0.61	policy, 0.61	research, 0.61	safety, 0.6	software, 0.6
Knowledge	Geography	Knowledge of principles and methods for describing the features of land, sea, and air masses, including their physical characteristics, locations, interrelationships, and distribution of plant, animal, and human life.	human, 0.74	based, 0.74	including, 0.71	experience, 0.71	people, 0.71	different, 0.7	information, 0.69	right, 0.68	common, 0.68	development, 0.68	product, 0.68	instead, 0.67	company, 0.67	think, 0.67	provide, 0.67	person, 0.67	learn, 0.67	business, 0.66	children, 0.66	learning, 0.66	looking, 0.66	better, 0.66	making, 0.66	means, 0.66	value, 0.66	interesting, 0.66	actually, 0.66	process, 0.66	important, 0.66	today, 0.65
Work Context	Spend Time Keeping or Regaining Balance	How much does this job require keeping or regaining your balance?	keeping, 0.75	working, 0.69	require, 0.67	trying, 0.66	balance, 0.66	getting, 0.65	improving, 0.64	provide, 0.64	putting, 0.64	having, 0.64	looking, 0.64	taking, 0.63	requires, 0.62	finding, 0.62	given, 0.62	letting, 0.62	consider, 0.62	improve, 0.62	losing, 0.62	process, 0.61	difficult, 0.61	important, 0.61	maintaining, 0.61	considering, 0.61	giving, 0.61	focus, 0.61	better, 0.61	needed, 0.6	despite, 0.6	business, 0.6
Work Context	Spend Time Climbing Ladders, Scaffolds, or Poles	How much does this job require climbing ladders, scaffolds, or poles?	climbing, 0.67	ladders, 0.63	working, 0.62	require, 0.61	ladder, 0.61	instead, 0.6	taking, 0.58	required, 0.58	looking, 0.58	getting, 0.57	poles, 0.57	field, 0.57	climb, 0.57	trying, 0.56	moving, 0.56	build, 0.56	chairs, 0.56	skills, 0.56	putting, 0.56	equipment, 0.56	provide, 0.56	steps, 0.55	needed, 0.55	running, 0.55	think, 0.55	requires, 0.55	stairs, 0.54	paying, 0.54	training, 0.54	position, 0.54
Work Context	Very Hot or Cold Temperatures	How often does this job require working in very hot (above 90 F degrees) or very cold (below 32 F degrees) temperatures?	degrees, 0.79	weather, 0.74	outside, 0.73	right, 0.72	today, 0.72	working, 0.71	freezing, 0.71	looking, 0.68	hours, 0.68	think, 0.68	getting, 0.68	actually, 0.67	supposed, 0.67	gonna, 0.67	early, 0.67	summer, 0.67	having, 0.67	tomorrow, 0.66	coming, 0.66	better, 0.66	currently, 0.66	feels, 0.66	winter, 0.65	probably, 0.65	people, 0.65	bring, 0.65	degree, 0.64	making, 0.64	seriously, 0.64	definitely, 0.63
Work Context	Spend Time Sitting	How much does this job require sitting?	working, 0.79	looking, 0.76	sitting, 0.75	having, 0.75	instead, 0.74	taking, 0.74	trying, 0.72	getting, 0.72	probably, 0.71	require, 0.71	think, 0.71	currently, 0.7	needed, 0.7	actually, 0.7	making, 0.7	paying, 0.69	waiting, 0.69	better, 0.68	right, 0.68	putting, 0.68	thinking, 0.68	definitely, 0.68	seeing, 0.68	gonna, 0.67	office, 0.67	hours, 0.67	wanting, 0.67	spend, 0.67	guess, 0.67	today, 0.67
Work Context	In an Enclosed Vehicle or Equipment	How often does this job require working in a closed vehicle or equipment (e.g., car)?	working, 0.78	service, 0.73	today, 0.72	looking, 0.72	right, 0.71	company, 0.71	think, 0.71	getting, 0.7	drive, 0.7	better, 0.7	business, 0.69	having, 0.69	office, 0.69	instead, 0.68	works, 0.68	trying, 0.68	vehicle, 0.68	coming, 0.67	people, 0.67	truck, 0.67	cause, 0.67	needs, 0.66	probably, 0.66	actually, 0.66	stuff, 0.66	moving, 0.66	hours, 0.66	place, 0.66	needed, 0.66	gonna, 0.66
Work Context	Spend Time Kneeling, Crouching, Stooping, or Crawling	How much does this job require kneeling, crouching, stooping or crawling?	kneeling, 0.63	crawling, 0.59	sitting, 0.56	stooping, 0.55	require, 0.55	looking, 0.55	trying, 0.54	dragging, 0.54	putting, 0.54	settling, 0.54	crouching, 0.54	instead, 0.53	paying, 0.53	resting, 0.53	squatting, 0.52	laying, 0.52	standing, 0.52	taking, 0.52	pushing, 0.52	requires, 0.52	working, 0.52	involves, 0.51	position, 0.51	searching, 0.51	hiding, 0.51	wanting, 0.5	needing, 0.5	referring, 0.5	keeping, 0.5	keeps, 0.5
Work Context	Electronic Mail	How often do you use electronic mail in this job?	business, 0.72	company, 0.71	working, 0.71	service, 0.7	check, 0.7	office, 0.69	looking, 0.68	email, 0.68	think, 0.68	better, 0.67	stuff, 0.67	today, 0.67	instead, 0.67	offer, 0.67	getting, 0.67	right, 0.66	people, 0.66	website, 0.66	mobile, 0.66	trying, 0.66	electronic, 0.66	information, 0.65	money, 0.65	product, 0.65	works, 0.64	software, 0.64	services, 0.64	needed, 0.64	actually, 0.64	having, 0.64
Work Context	Work With Work Group or Team	How important is it to work with others in a group or team in this job?	working, 0.79	today, 0.77	better, 0.76	group, 0.76	business, 0.76	right, 0.76	looking, 0.75	think, 0.75	company, 0.73	course, 0.73	important, 0.73	people, 0.72	actually, 0.72	especially, 0.72	getting, 0.72	needed, 0.71	having, 0.71	class, 0.71	making, 0.71	cause, 0.7	support, 0.7	maybe, 0.7	start, 0.7	trying, 0.7	tomorrow, 0.7	gotta, 0.7	gonna, 0.7	guess, 0.7	stuff, 0.7	means, 0.7
Work Context	Sounds, Noise Levels Are Distracting or Uncomfortable	How often does this job require working exposed to sounds and noise levels that are distracting or uncomfortable?	working, 0.81	getting, 0.77	trying, 0.77	making, 0.77	actually, 0.77	having, 0.76	especially, 0.75	instead, 0.75	right, 0.75	think, 0.75	looking, 0.74	probably, 0.74	people, 0.73	weird, 0.73	makes, 0.72	today, 0.72	apparently, 0.72	thought, 0.71	better, 0.71	definitely, 0.71	sounds, 0.71	talking, 0.71	seeing, 0.7	putting, 0.7	seriously, 0.7	taking, 0.7	stuff, 0.7	clearly, 0.7	works, 0.7	ridiculous, 0.7
Work Context	Frequency of Decision Making	How frequently is the worker required to make decisions that affect other people, the financial resources, and/or the image and reputation of the organization?	based, 0.75	business, 0.74	experience, 0.72	company, 0.71	people, 0.71	information, 0.7	development, 0.7	health, 0.7	education, 0.7	improve, 0.7	affect, 0.69	provide, 0.69	important, 0.69	change, 0.69	financial, 0.68	create, 0.68	value, 0.68	environment, 0.68	especially, 0.68	companies, 0.68	services, 0.68	given, 0.67	issues, 0.67	learn, 0.67	decisions, 0.67	management, 0.67	working, 0.67	government, 0.67	resources, 0.67	changes, 0.67
Work Context	In an Open Vehicle or Equipment	How often does this job require working in an open vehicle or equipment (e.g., tractor)?	working, 0.77	company, 0.71	looking, 0.71	today, 0.7	service, 0.7	business, 0.69	drive, 0.69	think, 0.69	right, 0.69	better, 0.68	office, 0.68	getting, 0.68	works, 0.67	needs, 0.66	check, 0.66	having, 0.66	trying, 0.66	truck, 0.65	project, 0.65	instead, 0.65	coming, 0.65	making, 0.65	actually, 0.65	start, 0.65	people, 0.65	gonna, 0.64	moving, 0.64	training, 0.64	bring, 0.64	vehicle, 0.64
Work Context	Exposed to Contaminants	How often does this job require working exposed to contaminants (such as pollutants, gases, dust or odors)?	working, 0.63	water, 0.58	getting, 0.58	require, 0.58	waste, 0.58	environment, 0.57	exposed, 0.57	prevent, 0.57	instead, 0.57	equipment, 0.57	chemicals, 0.57	companies, 0.56	products, 0.56	including, 0.56	works, 0.55	provide, 0.55	company, 0.55	trying, 0.55	create, 0.55	systems, 0.55	creating, 0.55	projects, 0.55	people, 0.55	energy, 0.54	testing, 0.54	dealing, 0.54	having, 0.54	avoid, 0.54	benefits, 0.54	process, 0.54
Work Context	Likelihood of Injury From Job Hazards	What is the likelihood that the worker would be injured as a result of being exposed to the following hazards while performing this job?	getting, 0.71	working, 0.71	having, 0.7	probably, 0.7	apparently, 0.7	think, 0.7	looking, 0.69	actually, 0.69	today, 0.69	despite, 0.68	including, 0.68	right, 0.68	likely, 0.68	injured, 0.67	leading, 0.67	seeing, 0.67	thought, 0.67	report, 0.67	yesterday, 0.67	definitely, 0.67	taking, 0.67	especially, 0.66	currently, 0.66	instead, 0.66	trying, 0.66	gonna, 0.66	better, 0.66	coming, 0.66	involved, 0.66	people, 0.66
Work Context	Duration of Typical Work Week	Number of hours typically worked in one week.	hours, 0.86	weeks, 0.83	working, 0.81	today, 0.79	probably, 0.79	actually, 0.79	think, 0.78	months, 0.78	years, 0.77	yesterday, 0.76	worked, 0.76	guess, 0.76	maybe, 0.75	right, 0.75	minutes, 0.75	gonna, 0.75	definitely, 0.75	thought, 0.75	getting, 0.74	exactly, 0.74	earlier, 0.74	better, 0.74	apparently, 0.74	trying, 0.74	supposed, 0.74	instead, 0.73	times, 0.73	early, 0.73	later, 0.73	tomorrow, 0.73
Work Context	Exposed to High Places	How often does this job require exposure to high places?	looking, 0.72	experience, 0.71	place, 0.71	working, 0.7	places, 0.7	people, 0.7	getting, 0.69	business, 0.69	needed, 0.69	think, 0.69	right, 0.68	today, 0.68	having, 0.68	offer, 0.68	especially, 0.68	provide, 0.68	better, 0.68	course, 0.67	taking, 0.67	quality, 0.67	company, 0.67	actually, 0.66	instead, 0.66	based, 0.66	money, 0.65	probably, 0.65	offers, 0.65	position, 0.65	opportunity, 0.65	reason, 0.65
Work Context	Physical Proximity	To what extent does this job require the worker to perform job tasks in close physical proximity to other people?	working, 0.75	people, 0.74	think, 0.72	better, 0.71	experience, 0.71	right, 0.71	looking, 0.71	especially, 0.7	actually, 0.7	person, 0.69	today, 0.69	having, 0.69	business, 0.69	needed, 0.69	trying, 0.69	getting, 0.68	instead, 0.68	expect, 0.68	close, 0.67	probably, 0.67	based, 0.67	physical, 0.67	reason, 0.67	means, 0.67	making, 0.66	company, 0.66	understand, 0.66	seeing, 0.66	works, 0.66	taking, 0.66
Work Context	Indoors, Not Environmentally Controlled	How often does this job require working indoors in non-controlled environmental conditions (e.g., warehouse without heat)?	working, 0.77	today, 0.72	right, 0.71	better, 0.7	think, 0.7	having, 0.69	looking, 0.69	getting, 0.69	instead, 0.68	people, 0.68	business, 0.67	experience, 0.67	trying, 0.67	needs, 0.66	actually, 0.66	coming, 0.66	probably, 0.66	tomorrow, 0.66	tonight, 0.66	cause, 0.66	bring, 0.66	making, 0.66	gonna, 0.66	taking, 0.65	place, 0.65	office, 0.65	start, 0.65	needed, 0.65	based, 0.64	especially, 0.64
Work Context	Spend Time Standing	How much does this job require standing?	working, 0.74	require, 0.72	looking, 0.72	standing, 0.71	having, 0.68	instead, 0.68	position, 0.68	taking, 0.68	needed, 0.68	getting, 0.68	trying, 0.67	better, 0.67	paying, 0.66	think, 0.66	opportunity, 0.66	waiting, 0.66	making, 0.66	office, 0.66	experience, 0.65	sitting, 0.65	right, 0.65	probably, 0.65	provide, 0.64	actually, 0.64	business, 0.64	company, 0.64	today, 0.64	means, 0.64	people, 0.64	especially, 0.64
Work Context	Exposed to Radiation	How often does this job require exposure to radiation?	exposure, 0.73	require, 0.69	radiation, 0.68	provide, 0.64	working, 0.63	needed, 0.63	health, 0.62	increase, 0.62	experience, 0.61	required, 0.61	physical, 0.6	information, 0.6	opportunity, 0.6	research, 0.6	benefits, 0.59	services, 0.59	testing, 0.59	company, 0.58	energy, 0.58	employment, 0.58	hiring, 0.58	product, 0.57	offer, 0.57	based, 0.57	paying, 0.57	management, 0.57	increased, 0.57	improve, 0.57	companies, 0.57	advertising, 0.57
Work Context	Consequence of Error	How serious would the result usually be if the worker made a mistake that was not readily correctable?	usually, 0.78	mistake, 0.74	expect, 0.71	person, 0.69	actually, 0.69	likely, 0.69	probably, 0.69	think, 0.69	means, 0.68	certainly, 0.68	wrong, 0.68	given, 0.67	surely, 0.67	clearly, 0.67	happens, 0.67	thought, 0.67	especially, 0.67	definitely, 0.67	worse, 0.67	result, 0.66	instead, 0.65	apparently, 0.65	happen, 0.65	understand, 0.65	people, 0.65	knowing, 0.65	trying, 0.65	meant, 0.65	failure, 0.65	reason, 0.64
Work Context	Degree of Automation	How automated is the job?	automated, 0.77	hiring, 0.67	customer, 0.66	business, 0.66	software, 0.63	company, 0.63	service, 0.63	marketing, 0.62	manager, 0.62	client, 0.62	management, 0.62	assistant, 0.61	working, 0.61	services, 0.61	systems, 0.6	process, 0.6	product, 0.6	engineer, 0.59	technical, 0.59	application, 0.59	looking, 0.58	analyst, 0.58	search, 0.58	recruiting, 0.58	advertising, 0.57	opportunity, 0.57	testing, 0.57	website, 0.57	automation, 0.57	specialist, 0.56
Work Context	Outdoors, Under Cover	How often does this job require working outdoors, under cover (e.g., structure with roof but no walls)?	working, 0.77	right, 0.73	looking, 0.73	think, 0.73	better, 0.72	today, 0.71	having, 0.71	getting, 0.71	instead, 0.7	actually, 0.7	trying, 0.7	coming, 0.69	making, 0.69	people, 0.69	house, 0.69	gonna, 0.68	stuff, 0.68	needs, 0.68	start, 0.68	makes, 0.68	check, 0.68	office, 0.68	building, 0.68	maybe, 0.68	place, 0.67	works, 0.67	gotta, 0.67	probably, 0.67	inside, 0.67	living, 0.67
Work Context	Time Pressure	How often does this job require the worker to meet strict deadlines?	working, 0.73	require, 0.67	having, 0.66	needed, 0.65	meeting, 0.65	think, 0.64	teachers, 0.64	required, 0.64	actually, 0.64	people, 0.64	today, 0.64	trying, 0.64	workers, 0.64	especially, 0.64	getting, 0.63	office, 0.63	paying, 0.63	looking, 0.63	worked, 0.63	expect, 0.63	apply, 0.62	planning, 0.62	student, 0.62	students, 0.62	business, 0.62	strict, 0.62	provide, 0.62	worker, 0.62	taking, 0.62	needs, 0.61
Work Context	Exposed to Hazardous Conditions	How often does this job require exposure to hazardous conditions?	conditions, 0.73	require, 0.67	provide, 0.65	required, 0.63	services, 0.62	current, 0.62	experience, 0.62	weather, 0.62	exposure, 0.62	hazardous, 0.61	issues, 0.61	employment, 0.61	environment, 0.61	opportunity, 0.61	significant, 0.6	improve, 0.6	health, 0.6	working, 0.6	increase, 0.59	potential, 0.59	apply, 0.59	information, 0.59	needed, 0.58	hiring, 0.58	based, 0.58	likely, 0.58	necessary, 0.58	opportunities, 0.58	physical, 0.58	dangerous, 0.57
Work Context	Work Schedules	How regular are the work schedules for this job?	working, 0.82	today, 0.74	schedule, 0.73	getting, 0.72	looking, 0.72	tomorrow, 0.72	better, 0.72	early, 0.72	regular, 0.72	gotta, 0.71	right, 0.7	instead, 0.7	having, 0.7	class, 0.7	practice, 0.7	hours, 0.69	business, 0.69	start, 0.69	gonna, 0.69	starting, 0.69	making, 0.69	hopefully, 0.69	think, 0.68	needed, 0.68	guess, 0.68	school, 0.68	worked, 0.68	stuff, 0.68	weeks, 0.68	probably, 0.67
Work Context	Spend Time Using Your Hands to Handle, Control, or Feel Objects, Tools, or Controls	How much does this job require using your hands to handle, control, or feel objects, tools or controls?	handle, 0.76	think, 0.74	right, 0.73	better, 0.73	control, 0.73	people, 0.72	trying, 0.72	instead, 0.72	working, 0.71	having, 0.71	getting, 0.71	makes, 0.7	actually, 0.7	looking, 0.7	business, 0.69	making, 0.69	needed, 0.69	especially, 0.69	understand, 0.69	allow, 0.69	probably, 0.69	person, 0.68	hands, 0.68	learn, 0.68	small, 0.68	stuff, 0.68	change, 0.68	reason, 0.68	works, 0.68	bring, 0.67
Work Context	Wear Specialized Protective or Safety Equipment such as Breathing Apparatus, Safety Harness, Full Protection Suits, or Radiation Protection	How much does this job require wearing specialized protective or safety equipment such as breathing apparatus, safety harness, full protection suits, or radiation protection?	safety, 0.79	protection, 0.76	equipment, 0.69	security, 0.67	health, 0.64	provide, 0.64	looking, 0.62	services, 0.61	wearing, 0.61	systems, 0.61	needed, 0.61	product, 0.6	instead, 0.6	technology, 0.6	putting, 0.6	taking, 0.6	insurance, 0.6	environment, 0.59	small, 0.59	company, 0.59	think, 0.59	working, 0.59	given, 0.59	products, 0.59	having, 0.59	getting, 0.59	management, 0.59	service, 0.59	benefits, 0.58	training, 0.58
Work Context	Frequency of Conflict Situations	How often are there conflict situations the employee has to face in this job?	situation, 0.73	people, 0.7	right, 0.7	having, 0.7	person, 0.69	business, 0.69	trying, 0.69	looking, 0.69	think, 0.68	getting, 0.68	problems, 0.68	especially, 0.68	cause, 0.68	matter, 0.67	better, 0.67	issues, 0.67	working, 0.67	reason, 0.67	today, 0.67	change, 0.67	situations, 0.66	problem, 0.66	experience, 0.66	instead, 0.65	makes, 0.65	making, 0.65	times, 0.65	point, 0.65	place, 0.64	future, 0.64
Work Context	Pace Determined by Speed of Equipment	How important is it to this job that the pace is determined by the speed of equipment or machinery? (This does not refer to keeping busy at all times on this job.)	working, 0.81	trying, 0.77	better, 0.75	today, 0.75	looking, 0.75	think, 0.74	getting, 0.74	instead, 0.74	business, 0.74	right, 0.73	making, 0.73	people, 0.73	needed, 0.73	having, 0.73	actually, 0.72	especially, 0.72	ahead, 0.72	company, 0.72	probably, 0.71	taking, 0.71	moving, 0.71	stuff, 0.71	important, 0.71	gotta, 0.71	keeping, 0.71	start, 0.7	means, 0.7	definitely, 0.7	thought, 0.7	hours, 0.7
Work Context	Contact With Others	How much does this job require the worker to be in contact with others (face-to-face, by telephone, or otherwise) in order to perform it?	contact, 0.75	looking, 0.73	think, 0.72	today, 0.72	right, 0.72	better, 0.71	working, 0.71	trying, 0.7	people, 0.7	maybe, 0.7	getting, 0.69	having, 0.69	service, 0.69	actually, 0.69	cause, 0.69	instead, 0.68	office, 0.68	leave, 0.68	order, 0.68	company, 0.68	probably, 0.67	taking, 0.67	gonna, 0.67	check, 0.67	needed, 0.67	making, 0.67	person, 0.67	place, 0.67	business, 0.67	public, 0.66
Work Context	Exposed to Minor Burns, Cuts, Bites, or Stings	How often does this job require exposure to minor burns, cuts, bites, or stings?	major, 0.66	takes, 0.66	getting, 0.65	working, 0.65	makes, 0.65	gives, 0.64	having, 0.64	works, 0.64	worse, 0.63	taking, 0.63	small, 0.63	apparently, 0.63	likely, 0.63	making, 0.62	think, 0.62	burns, 0.62	damage, 0.62	right, 0.62	benefits, 0.62	instead, 0.62	probably, 0.62	turns, 0.62	especially, 0.61	hurts, 0.61	actually, 0.61	looking, 0.6	helps, 0.6	trying, 0.6	cause, 0.6	caused, 0.6
Work Context	Public Speaking	How often do you have to perform public speaking in this job?	public, 0.79	speaking, 0.76	meeting, 0.72	perform, 0.71	looking, 0.71	working, 0.7	better, 0.69	class, 0.69	think, 0.69	actually, 0.69	course, 0.69	interview, 0.69	right, 0.68	especially, 0.68	having, 0.68	talking, 0.68	people, 0.68	today, 0.68	business, 0.68	start, 0.68	speak, 0.67	instead, 0.67	service, 0.67	support, 0.67	maybe, 0.67	office, 0.67	stage, 0.66	opening, 0.66	private, 0.66	tonight, 0.66
